Mercedes-Benz;CLA; Classe A; Classe B; Classe C; Classe C 250 Turbo Sport; Classe C 63 AMG Touring; Classe CL; Classe CLS 63 AMG; Classe E; Classe G; Classe GL; Classe GLK; Classe M; Classe S; Classe S 400 Hybrid; Classe SLK; Classe SLS AMG; GLA; GLC; GLE Coupé
Fiat;500; 500 Abarth; Bravo; Doblò; Doblò Cargo; Ducato; Fiat Mobi; Fiat Toro; Fiorino; Freemont; Grand Siena; Idea; Linea; Mille; Palio; Palio Adventure; Palio Weekend; Punto; Siena EL; Strada; Uno; Ford; Ford; Courier; EcoSport; Edge; F-250; Fiesta Rocam Hatch; Fiesta Rocam Sedan; Focus Fastback; Focus Hatch; Fusion; Ka; Ka+; New Fiesta; New; Fiesta Hatch; Ranger; Transit; Geely; Geely; EC7; Hafei; Hafei; Pick-up; Towner Furgão; Towner Jr; Towner Passageiro
Volkswagen;Amarok; Crossfox; Fox; Fusca; Gol; Gol G4; Golf; Jetta; Jetta Variant; Kombi; Parati; Passat; Passat Variant; Polo; Polo Sedan; Saveiro; Space Cross; SpaceFox; Tiguan; Touareg; Up!; Voyage
Jac Motors;J2; J3; J3 Turin; J5; J6; T5; T6
Toyota; Camry; Corolla; Etios Hatch;Etios Sedã; Hilux; Prius; RAV4; SW4; Troller; Troller; T4
Hyundai;Azera; Elantra; Equus; HB20; HB20S; HB20X; HR; Santa Fe; Sonata; Tucson; Veloster; Veracruz; i30; i30 CW; iX35; Iveco; Iveco; Daily 35S14
Honda; Accord; CR-V; City; Civic; Civic Si; Fit; HR-V
Chevrolet;Agile; Astra Hatch; Astra Sedan; Blazer; Camaro; Captiva; Celta; Classic; Cobalt; Corsa Hatch; Corsa Sedã; Cruze; Cruze Sport6; Malibu; Meriva; Montana; Omega; Onix; Prisma; S10; Sonic; Spin; Tracker; Trailblazer; Vectra; Vectra GT; Zafira
